INFO | Function: connect_wallet | 02/19/2022 00:00:03: Checking if needs to connect wallet..
INFO | Function: new_map | 02/19/2022 02:51:42: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 02:51:43: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 02:51:43: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 02:51:46: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 02:51:47: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 02:51:47: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 02:51:54: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 02:51:54: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 02:51:54: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 02:51:58: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 02:51:58: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 02:51:58: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 02:52:04: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 02:52:04: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 02:52:04: Checking if game has any erros or crash..
INFO | Function: confirm_button | 02/19/2022 02:52:07: Bot (Principal):  Confirm buttom clicked..
INFO | Function: connect_wallet | 02/19/2022 02:52:11: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 02:52:11: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 02:52:11: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 02:52:19: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 02:52:19: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 02:52:19: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 02:52:22: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 02:52:22: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 02:52:22: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 02:52:29: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 02:52:29: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 02:52:29: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 02:52:33: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 02:52:33: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 02:52:33: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 02:52:40: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 02:52:42: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 02:52:42: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 02:52:46: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 02:52:46: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 02:52:46: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 02:52:53: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 02:52:54: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 02:52:54: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 02:52:58: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 02:52:58: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 02:52:58: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 02:53:05: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 02:53:05: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 02:53:05: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 02:53:08: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 02:53:08: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 02:53:08: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 02:53:16: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 02:53:16: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 02:53:16: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 02:53:20: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 02:53:20: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 02:53:20: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 02:53:26: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 02:53:28: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 02:53:28: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 02:53:31: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 02:53:31: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 02:53:31: Checking if need to login in Metamask..
INFO | Function: main | 02/19/2022 04:31:00: Starting Bot..... Bot started!
INFO | Function: main | 02/19/2022 04:31:00: Scheduling to the refresh game every 5 minute(s)!
INFO | Function: main | 02/19/2022 04:31:00: Scheduling the time for ships to fight every 15 minute(s)!
INFO | Function: main | 02/19/2022 04:31:00: Scheduling the time for refreshing the browser every 30 minute(s)!
INFO | Function: main | 02/19/2022 04:31:00: Scheduling to take screenshot from coins every 60 minute(s)!
INFO | Function: get_browser | 02/19/2022 04:31:00: Profiles selected: Principal, SPACE2
INFO | Function: main | 02/19/2022 04:31:01: Number of accounts that the bot will run: 2
INFO | Function: first_start | 02/19/2022 04:31:06: Bot (Principal):  First start function..
INFO | Function: continue_fighting | 02/19/2022 04:31:06: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/19/2022 04:31:06: Bot (Principal):  [Work] Calling send ships to fight function..
WARNING | Function: reload_page | 02/19/2022 04:31:07: Bot (Principal):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: first_start | 02/19/2022 04:31:36: Bot (Principal):  Exiting start function..
INFO | Function: first_start | 02/19/2022 04:31:41: Bot (SPACE2):  First start function..
INFO | Function: continue_fighting | 02/19/2022 04:31:41: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/19/2022 04:31:42: Bot (SPACE2):  [Work] Calling send ships to fight function..
WARNING | Function: reload_page | 02/19/2022 04:31:43: Bot (SPACE2):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: first_start | 02/19/2022 04:32:09: Bot (SPACE2):  Exiting start function..
INFO | Function: connect_wallet | 02/19/2022 04:32:12: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/19/2022 04:32:17: Bot (Principal):  Connect wallet button clicked..
INFO | Function: play_game | 02/19/2022 04:32:18: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:32:18: Checking if need to login in Metamask..
INFO | Function: open_metamask | 02/19/2022 04:32:28: Bot (Principal):  Metamask icon clicked..
INFO | Function: signin_metamask | 02/19/2022 04:32:36: Bot (Principal):  Metamask signed..
INFO | Function: new_map | 02/19/2022 04:32:41: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:32:41: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:32:41: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:32:44: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/19/2022 04:32:49: Bot (SPACE2):  Connect wallet button clicked..
INFO | Function: play_game | 02/19/2022 04:32:50: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:32:50: Checking if need to login in Metamask..
INFO | Function: open_metamask | 02/19/2022 04:32:59: Bot (SPACE2):  Metamask icon clicked..
INFO | Function: signin_metamask | 02/19/2022 04:33:07: Bot (SPACE2):  Metamask signed..
INFO | Function: new_map | 02/19/2022 04:33:11: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:33:12: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:33:12: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:33:15: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:33:15: Checking if needs to play game..
INFO | Function: play_game | 02/19/2022 04:33:20: Bot (Principal):  Play game button clicked..
INFO | Function: send_ships_to_fight | 02/19/2022 04:33:29: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/19/2022 04:33:35: Bot (Principal):  Going to ships menu..
INFO | Function: send_ships_to_fight | 02/19/2022 04:34:36: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/19/2022 04:34:41: Bot (Principal):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/19/2022 04:34:45: Bot (Principal):  Confirm buttom clicked..
INFO | Function: login_metamask | 02/19/2022 04:34:49: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:34:56: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:34:56: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:34:56: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:35:00: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:35:00: Checking if needs to play game..
INFO | Function: play_game | 02/19/2022 04:35:04: Bot (SPACE2):  Play game button clicked..
INFO | Function: send_ships_to_fight | 02/19/2022 04:35:14: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/19/2022 04:35:19: Bot (SPACE2):  Going to ships menu..
INFO | Function: send_ships_to_fight | 02/19/2022 04:36:13: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/19/2022 04:36:18: Bot (SPACE2):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/19/2022 04:36:21: Bot (SPACE2):  Confirm buttom clicked..
INFO | Function: login_metamask | 02/19/2022 04:36:24: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:36:30: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:36:30: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:36:30: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 04:36:31: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/19/2022 04:36:34: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:36:34: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:36:34: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:36:41: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:36:43: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:36:43: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 04:36:43: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/19/2022 04:36:47: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:36:47: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:36:47: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:36:54: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:36:55: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:36:55: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:36:59: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:36:59: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:36:59: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:37:05: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:37:06: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:37:06: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:37:09: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:37:09: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:37:10: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:37:16: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:37:16: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:37:16: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:37:19: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:37:19: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:37:20: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:37:26: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:37:27: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:37:27: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:37:30: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:37:31: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:37:31: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:37:37: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:37:39: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:37:39: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:37:42: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:37:43: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:37:43: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:37:49: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:37:50: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:37:50: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:37:53: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:37:53: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:37:54: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:38:01: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:38:01: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:38:01: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:38:04: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:38:04: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:38:04: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:38:11: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:38:12: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:38:13: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:38:15: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:38:16: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:38:16: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:38:22: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:38:24: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:38:24: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:38:28: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:38:28: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:38:29: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:38:36: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:38:36: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:38:36: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:38:39: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:38:40: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:38:40: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:38:46: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:38:47: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:38:47: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:38:50: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:38:50: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:38:50: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:38:57: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:38:58: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:38:58: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:39:02: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:39:02: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:39:02: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:39:09: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:39:10: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:39:11: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:39:14: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:39:14: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:39:14: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:39:21: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:39:21: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:39:21: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:39:25: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:39:25: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:39:25: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:39:32: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:39:32: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:39:32: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:39:35: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:39:35: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:39:36: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:39:42: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:39:44: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:39:44: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:39:48: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:39:48: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:39:48: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:39:54: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:39:56: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:39:56: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:39:59: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:39:59: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:40:00: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:40:07: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:40:07: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:40:07: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:40:10: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:40:10: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:40:10: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:40:17: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:40:17: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:40:17: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:40:20: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:40:20: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:40:20: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:40:27: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:40:29: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:40:29: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:40:32: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:40:33: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:40:33: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:40:39: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:40:41: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:40:41: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:40:45: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:40:45: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:40:45: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:40:51: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:40:52: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:40:52: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:40:55: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:40:55: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:40:55: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:41:02: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:41:02: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:41:02: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 04:41:02: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/19/2022 04:41:06: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:41:06: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:41:06: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:41:12: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:41:12: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:41:13: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 04:41:13: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/19/2022 04:41:17: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:41:17: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:41:17: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:41:24: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:41:24: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:41:24: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:41:27: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:41:28: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:41:28: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:41:34: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:41:36: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:41:36: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:41:39: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:41:39: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:41:39: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:41:46: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:41:48: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:41:48: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:41:52: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:41:52: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:41:52: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:41:59: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:41:59: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:41:59: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:42:02: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:42:03: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:42:03: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:42:09: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:42:10: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:42:10: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:42:13: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:42:13: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:42:13: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 04:42:19: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 04:42:19: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 04:42:20: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 04:42:23: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 04:42:23: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 04:42:24: Checking if need to login in Metamask..
